call_id,ticker,call_date,n_utterances,path
OLN_20170801,OLN,2017-08-01,118,data/processed/OLN_20170801.pt
TGNA_20170801,TGNA,2017-08-01,149,data/processed/TGNA_20170801.pt
TMST_20170801,TMST,2017-08-01,200,data/processed/TMST_20170801.pt
UVE_20170801,UVE,2017-08-01,167,data/processed/UVE_20170801.pt
ALE_20170802,ALE,2017-08-02,188,data/processed/ALE_20170802.pt
CTXS_20170802,CTXS,2017-08-02,174,data/processed/CTXS_20170802.pt
D_20170802,D,2017-08-02,114,data/processed/D_20170802.pt
FIS_20170802,FIS,2017-08-02,153,data/processed/FIS_20170802.pt
GGP_20170802,GGP,2017-08-02,200,data/processed/GGP_20170802.pt
UFCS_20170802,UFCS,2017-08-02,173,data/processed/UFCS_20170802.pt
ABC_20170803,ABC,2017-08-03,200,data/processed/ABC_20170803.pt
BDX_20170803,BDX,2017-08-03,200,data/processed/BDX_20170803.pt
CLX_20170803,CLX,2017-08-03,47,data/processed/CLX_20170803.pt
DISH_20170803,DISH,2017-08-03,10,data/processed/DISH_20170803.pt
PNW_20170803,PNW,2017-08-03,63,data/processed/PNW_20170803.pt
PWR_20170803,PWR,2017-08-03,198,data/processed/PWR_20170803.pt
REGN_20170803,REGN,2017-08-03,134,data/processed/REGN_20170803.pt
SCG_20170803,SCG,2017-08-03,68,data/processed/SCG_20170803.pt
SRCL_20170803,SRCL,2017-08-03,103,data/processed/SRCL_20170803.pt
CBOE_20170804,CBOE,2017-08-04,135,data/processed/CBOE_20170804.pt
DIS_20170808,DIS,2017-08-08,58,data/processed/DIS_20170808.pt
SYY_20170814,SYY,2017-08-14,82,data/processed/SYY_20170814.pt
ROST_20170817,ROST,2017-08-17,59,data/processed/ROST_20170817.pt
COTY_20170822,COTY,2017-08-22,134,data/processed/COTY_20170822.pt
HPQ_20170823,HPQ,2017-08-23,154,data/processed/HPQ_20170823.pt
LOW_20170823,LOW,2017-08-23,80,data/processed/LOW_20170823.pt
COO_20170831,COO,2017-08-31,122,data/processed/COO_20170831.pt
CPB_20170831,CPB,2017-08-31,191,data/processed/CPB_20170831.pt
HPE_20170905,HPE,2017-09-05,200,data/processed/HPE_20170905.pt
KR_20170908,KR,2017-09-08,200,data/processed/KR_20170908.pt
MU_20170926,MU,2017-09-26,167,data/processed/MU_20170926.pt
PEP_20171004,PEP,2017-10-04,200,data/processed/PEP_20171004.pt
C_20171012,C,2017-10-12,200,data/processed/C_20171012.pt
JPM_20171012,JPM,2017-10-12,200,data/processed/JPM_20171012.pt
UNH_20171017,UNH,2017-10-17,49,data/processed/UNH_20171017.pt
ADS_20171019,ADS,2017-10-19,105,data/processed/ADS_20171019.pt
NUE_20171019,NUE,2017-10-19,78,data/processed/NUE_20171019.pt
KSU_20171020,KSU,2017-10-20,136,data/processed/KSU_20171020.pt
ITW_20171023,ITW,2017-10-23,87,data/processed/ITW_20171023.pt
STX_20171023,STX,2017-10-23,49,data/processed/STX_20171023.pt
AMD_20171024,AMD,2017-10-24,61,data/processed/AMD_20171024.pt
CAT_20171024,CAT,2017-10-24,121,data/processed/CAT_20171024.pt
GM_20171024,GM,2017-10-24,116,data/processed/GM_20171024.pt
ILMN_20171024,ILMN,2017-10-24,200,data/processed/ILMN_20171024.pt
LMT_20171024,LMT,2017-10-24,200,data/processed/LMT_20171024.pt
MCD_20171024,MCD,2017-10-24,151,data/processed/MCD_20171024.pt
RF_20171024,RF,2017-10-24,182,data/processed/RF_20171024.pt
TXN_20171024,TXN,2017-10-24,89,data/processed/TXN_20171024.pt
UTX_20171024,UTX,2017-10-24,56,data/processed/UTX_20171024.pt
XL_20171024,XL,2017-10-24,69,data/processed/XL_20171024.pt
AMGN_20171025,AMGN,2017-10-25,120,data/processed/AMGN_20171025.pt
AVY_20171025,AVY,2017-10-25,117,data/processed/AVY_20171025.pt
GD_20171025,GD,2017-10-25,200,data/processed/GD_20171025.pt
HES_20171025,HES,2017-10-25,198,data/processed/HES_20171025.pt
NSC_20171025,NSC,2017-10-25,125,data/processed/NSC_20171025.pt
ALXN_20171026,ALXN,2017-10-26,90,data/processed/ALXN_20171026.pt
CME_20171026,CME,2017-10-26,47,data/processed/CME_20171026.pt
CMS_20171026,CMS,2017-10-26,112,data/processed/CMS_20171026.pt
HSY_20171026,HSY,2017-10-26,176,data/processed/HSY_20171026.pt
INTC_20171026,INTC,2017-10-26,186,data/processed/INTC_20171026.pt
IVZ_20171026,IVZ,2017-10-26,178,data/processed/IVZ_20171026.pt
MAT_20171026,MAT,2017-10-26,200,data/processed/MAT_20171026.pt
MMC_20171026,MMC,2017-10-26,196,data/processed/MMC_20171026.pt
VRSN_20171026,VRSN,2017-10-26,25,data/processed/VRSN_20171026.pt
WDC_20171026,WDC,2017-10-26,90,data/processed/WDC_20171026.pt
ABBV_20171027,ABBV,2017-10-27,107,data/processed/ABBV_20171027.pt
MRK_20171027,MRK,2017-10-27,75,data/processed/MRK_20171027.pt
VTR_20171027,VTR,2017-10-27,158,data/processed/VTR_20171027.pt
D_20171030,D,2017-10-30,106,data/processed/D_20171030.pt
ADM_20171031,ADM,2017-10-31,101,data/processed/ADM_20171031.pt
ECL_20171031,ECL,2017-10-31,36,data/processed/ECL_20171031.pt
K_20171031,K,2017-10-31,174,data/processed/K_20171031.pt
MOS_20171031,MOS,2017-10-31,92,data/processed/MOS_20171031.pt
CTSH_20171101,CTSH,2017-11-01,118,data/processed/CTSH_20171101.pt
EQIX_20171101,EQIX,2017-11-01,97,data/processed/EQIX_20171101.pt
FB_20171101,FB,2017-11-01,156,data/processed/FB_20171101.pt
KHC_20171101,KHC,2017-11-01,98,data/processed/KHC_20171101.pt
AAON_20171102,AAON,2017-11-02,200,data/processed/AAON_20171102.pt
ADP_20171102,ADP,2017-11-02,200,data/processed/ADP_20171102.pt
ANIP_20171102,ANIP,2017-11-02,170,data/processed/ANIP_20171102.pt
APA_20171102,APA,2017-11-02,200,data/processed/APA_20171102.pt
ARI_20171102,ARI,2017-11-02,146,data/processed/ARI_20171102.pt
BLL_20171102,BLL,2017-11-02,200,data/processed/BLL_20171102.pt
CECO_20171102,CECO,2017-11-02,109,data/processed/CECO_20171102.pt
CHUY_20171102,CHUY,2017-11-02,191,data/processed/CHUY_20171102.pt
DHX_20171102,DHX,2017-11-02,200,data/processed/DHX_20171102.pt
ECPG_20171102,ECPG,2017-11-02,191,data/processed/ECPG_20171102.pt
LNTH_20171102,LNTH,2017-11-02,148,data/processed/LNTH_20171102.pt
LOCO_20171102,LOCO,2017-11-02,166,data/processed/LOCO_20171102.pt
MDC_20171102,MDC,2017-11-02,200,data/processed/MDC_20171102.pt
PKI_20171102,PKI,2017-11-02,198,data/processed/PKI_20171102.pt
PLUS_20171102,PLUS,2017-11-02,200,data/processed/PLUS_20171102.pt
RL_20171102,RL,2017-11-02,153,data/processed/RL_20171102.pt
TIVO_20171102,TIVO,2017-11-02,145,data/processed/TIVO_20171102.pt
UNT_20171102,UNT,2017-11-02,200,data/processed/UNT_20171102.pt
WRK_20171102,WRK,2017-11-02,172,data/processed/WRK_20171102.pt
ACET_20171103,ACET,2017-11-03,59,data/processed/ACET_20171103.pt
BELFB_20171103,BELFB,2017-11-03,131,data/processed/BELFB_20171103.pt
CBG_20171103,CBG,2017-11-03,94,data/processed/CBG_20171103.pt
DUK_20171103,DUK,2017-11-03,200,data/processed/DUK_20171103.pt
FCPT_20171103,FCPT,2017-11-03,131,data/processed/FCPT_20171103.pt
HMSY_20171103,HMSY,2017-11-03,19,data/processed/HMSY_20171103.pt
NWN_20171103,NWN,2017-11-03,111,data/processed/NWN_20171103.pt
PNW_20171103,PNW,2017-11-03,82,data/processed/PNW_20171103.pt
SM_20171103,SM,2017-11-03,200,data/processed/SM_20171103.pt
BKNG_20171106,BKNG,2017-11-06,141,data/processed/BKNG_20171106.pt
FN_20171106,FN,2017-11-06,98,data/processed/FN_20171106.pt
FRGI_20171106,FRGI,2017-11-06,164,data/processed/FRGI_20171106.pt
LHCG_20171106,LHCG,2017-11-06,200,data/processed/LHCG_20171106.pt
STC_20171106,STC,2017-11-06,151,data/processed/STC_20171106.pt
AEL_20171107,AEL,2017-11-07,184,data/processed/AEL_20171107.pt
APEI_20171107,APEI,2017-11-07,156,data/processed/APEI_20171107.pt
AWR_20171107,AWR,2017-11-07,143,data/processed/AWR_20171107.pt
BCPC_20171107,BCPC,2017-11-07,178,data/processed/BCPC_20171107.pt
BEL_20171107,BEL,2017-11-07,33,data/processed/BEL_20171107.pt
DEA_20171107,DEA,2017-11-07,119,data/processed/DEA_20171107.pt
IPCC_20171107,IPCC,2017-11-07,178,data/processed/IPCC_20171107.pt
IVR_20171107,IVR,2017-11-07,69,data/processed/IVR_20171107.pt
KOPN_20171107,KOPN,2017-11-07,128,data/processed/KOPN_20171107.pt
MED_20171107,MED,2017-11-07,167,data/processed/MED_20171107.pt
MTDR_20171107,MTDR,2017-11-07,200,data/processed/MTDR_20171107.pt
MTRX_20171107,MTRX,2017-11-07,196,data/processed/MTRX_20171107.pt
NKTR_20171107,NKTR,2017-11-07,109,data/processed/NKTR_20171107.pt
NSA_20171107,NSA,2017-11-07,200,data/processed/NSA_20171107.pt
PAHC_20171107,PAHC,2017-11-07,141,data/processed/PAHC_20171107.pt
PRA_20171107,PRA,2017-11-07,200,data/processed/PRA_20171107.pt
TRIP_20171107,TRIP,2017-11-07,172,data/processed/TRIP_20171107.pt
AMPH_20171108,AMPH,2017-11-08,200,data/processed/AMPH_20171108.pt
CABO_20171108,CABO,2017-11-08,188,data/processed/CABO_20171108.pt
CTL_20171108,CTL,2017-11-08,120,data/processed/CTL_20171108.pt
CVCO_20171108,CVCO,2017-11-08,200,data/processed/CVCO_20171108.pt
FTK_20171108,FTK,2017-11-08,200,data/processed/FTK_20171108.pt
GMED_20171108,GMED,2017-11-08,194,data/processed/GMED_20171108.pt
KELYA_20171108,KELYA,2017-11-08,136,data/processed/KELYA_20171108.pt
ORN_20171108,ORN,2017-11-08,105,data/processed/ORN_20171108.pt
PRAA_20171108,PRAA,2017-11-08,200,data/processed/PRAA_20171108.pt
REGN_20171108,REGN,2017-11-08,115,data/processed/REGN_20171108.pt
SEE_20171108,SEE,2017-11-08,194,data/processed/SEE_20171108.pt
SWX_20171108,SWX,2017-11-08,130,data/processed/SWX_20171108.pt
UFCS_20171108,UFCS,2017-11-08,158,data/processed/UFCS_20171108.pt
ZEUS_20171108,ZEUS,2017-11-08,181,data/processed/ZEUS_20171108.pt
ATO_20171109,ATO,2017-11-09,125,data/processed/ATO_20171109.pt
COTY_20171109,COTY,2017-11-09,200,data/processed/COTY_20171109.pt
CTRE_20171109,CTRE,2017-11-09,150,data/processed/CTRE_20171109.pt
DIS_20171109,DIS,2017-11-09,86,data/processed/DIS_20171109.pt
DISH_20171109,DISH,2017-11-09,48,data/processed/DISH_20171109.pt
JCI_20171109,JCI,2017-11-09,140,data/processed/JCI_20171109.pt
KSS_20171109,KSS,2017-11-09,200,data/processed/KSS_20171109.pt
PRGO_20171109,PRGO,2017-11-09,169,data/processed/PRGO_20171109.pt
UVE_20171109,UVE,2017-11-09,186,data/processed/UVE_20171109.pt
ESE_20171114,ESE,2017-11-14,182,data/processed/ESE_20171114.pt
TGT_20171115,TGT,2017-11-15,114,data/processed/TGT_20171115.pt
BRC_20171116,BRC,2017-11-16,200,data/processed/BRC_20171116.pt
GFF_20171116,GFF,2017-11-16,200,data/processed/GFF_20171116.pt
LB_20171116,LB,2017-11-16,32,data/processed/LB_20171116.pt
VIAB_20171116,VIAB,2017-11-16,99,data/processed/VIAB_20171116.pt
WMT_20171116,WMT,2017-11-16,200,data/processed/WMT_20171116.pt
FL_20171117,FL,2017-11-17,107,data/processed/FL_20171117.pt
MATW_20171117,MATW,2017-11-17,200,data/processed/MATW_20171117.pt
ENTA_20171120,ENTA,2017-11-20,159,data/processed/ENTA_20171120.pt
DAKT_20171121,DAKT,2017-11-21,96,data/processed/DAKT_20171121.pt
HPE_20171121,HPE,2017-11-21,194,data/processed/HPE_20171121.pt
HPQ_20171121,HPQ,2017-11-21,154,data/processed/HPQ_20171121.pt
KIRK_20171121,KIRK,2017-11-21,188,data/processed/KIRK_20171121.pt
NJR_20171121,NJR,2017-11-21,200,data/processed/NJR_20171121.pt
SNPS_20171129,SNPS,2017-11-29,200,data/processed/SNPS_20171129.pt
KR_20171130,KR,2017-11-30,95,data/processed/KR_20171130.pt
ZUMZ_20171130,ZUMZ,2017-11-30,194,data/processed/ZUMZ_20171130.pt
AMWD_20171201,AMWD,2017-12-01,200,data/processed/AMWD_20171201.pt
BNED_20171205,BNED,2017-12-05,200,data/processed/BNED_20171205.pt
FRAN_20171205,FRAN,2017-12-05,200,data/processed/FRAN_20171205.pt
LQDT_20171205,LQDT,2017-12-05,139,data/processed/LQDT_20171205.pt
OXM_20171205,OXM,2017-12-05,200,data/processed/OXM_20171205.pt
FRED_20171206,FRED,2017-12-06,133,data/processed/FRED_20171206.pt
KFY_20171206,KFY,2017-12-06,150,data/processed/KFY_20171206.pt
OLLI_20171206,OLLI,2017-12-06,200,data/processed/OLLI_20171206.pt
POWL_20171206,POWL,2017-12-06,153,data/processed/POWL_20171206.pt
VRA_20171206,VRA,2017-12-06,164,data/processed/VRA_20171206.pt
GEF_20171207,GEF,2017-12-07,191,data/processed/GEF_20171207.pt
NX_20171212,NX,2017-12-12,160,data/processed/NX_20171212.pt
ORCL_20171214,ORCL,2017-12-14,118,data/processed/ORCL_20171214.pt
DRI_20171219,DRI,2017-12-19,200,data/processed/DRI_20171219.pt
GIS_20171220,GIS,2017-12-20,200,data/processed/GIS_20171220.pt
ACN_20171221,ACN,2017-12-21,188,data/processed/ACN_20171221.pt
CAG_20171221,CAG,2017-12-21,200,data/processed/CAG_20171221.pt
KMX_20171221,KMX,2017-12-21,66,data/processed/KMX_20171221.pt
MON_20180104,MON,2018-01-04,200,data/processed/MON_20180104.pt
IIIN_20180118,IIIN,2018-01-18,122,data/processed/IIIN_20180118.pt
SBNY_20180118,SBNY,2018-01-18,124,data/processed/SBNY_20180118.pt
PETS_20180122,PETS,2018-01-22,91,data/processed/PETS_20180122.pt
SFBS_20180122,SFBS,2018-01-22,170,data/processed/SFBS_20180122.pt
HAFC_20180123,HAFC,2018-01-23,200,data/processed/HAFC_20180123.pt
TRST_20180123,TRST,2018-01-23,127,data/processed/TRST_20180123.pt
VZ_20180123,VZ,2018-01-23,142,data/processed/VZ_20180123.pt
FCF_20180124,FCF,2018-01-24,141,data/processed/FCF_20180124.pt
CCI_20180125,CCI,2018-01-25,10,data/processed/CCI_20180125.pt
CCMP_20180125,CCMP,2018-01-25,200,data/processed/CCMP_20180125.pt
COLB_20180125,COLB,2018-01-25,199,data/processed/COLB_20180125.pt
LANC_20180125,LANC,2018-01-25,200,data/processed/LANC_20180125.pt
MSCC_20180125,MSCC,2018-01-25,148,data/processed/MSCC_20180125.pt
ORI_20180125,ORI,2018-01-25,200,data/processed/ORI_20180125.pt
STBA_20180125,STBA,2018-01-25,121,data/processed/STBA_20180125.pt
MATW_20180126,MATW,2018-01-26,156,data/processed/MATW_20180126.pt
WRLD_20180126,WRLD,2018-01-26,97,data/processed/WRLD_20180126.pt
SANM_20180129,SANM,2018-01-29,5,data/processed/SANM_20180129.pt
STX_20180129,STX,2018-01-29,189,data/processed/STX_20180129.pt
ASH_20180130,ASH,2018-01-30,200,data/processed/ASH_20180130.pt
CASH_20180130,CASH,2018-01-30,200,data/processed/CASH_20180130.pt
CATY_20180130,CATY,2018-01-30,138,data/processed/CATY_20180130.pt
CRVL_20180130,CRVL,2018-01-30,64,data/processed/CRVL_20180130.pt
NATI_20180130,NATI,2018-01-30,200,data/processed/NATI_20180130.pt
SXI_20180130,SXI,2018-01-30,194,data/processed/SXI_20180130.pt
WDR_20180130,WDR,2018-01-30,79,data/processed/WDR_20180130.pt
WRB_20180130,WRB,2018-01-30,80,data/processed/WRB_20180130.pt
GFF_20180131,GFF,2018-01-31,165,data/processed/GFF_20180131.pt
IR_20180131,IR,2018-01-31,200,data/processed/IR_20180131.pt
KLIC_20180131,KLIC,2018-01-31,118,data/processed/KLIC_20180131.pt
QNST_20180131,QNST,2018-01-31,109,data/processed/QNST_20180131.pt
AMZN_20180201,AMZN,2018-02-01,136,data/processed/AMZN_20180201.pt
CMO_20180201,CMO,2018-02-01,87,data/processed/CMO_20180201.pt
KELYA_20180201,KELYA,2018-02-01,153,data/processed/KELYA_20180201.pt
LQDT_20180201,LQDT,2018-02-01,137,data/processed/LQDT_20180201.pt
MA_20180201,MA,2018-02-01,180,data/processed/MA_20180201.pt
PJC_20180201,PJC,2018-02-01,179,data/processed/PJC_20180201.pt
RGS_20180201,RGS,2018-02-01,115,data/processed/RGS_20180201.pt
TDY_20180201,TDY,2018-02-01,195,data/processed/TDY_20180201.pt
CRUS_20180205,CRUS,2018-02-05,187,data/processed/CRUS_20180205.pt
FN_20180205,FN,2018-02-05,118,data/processed/FN_20180205.pt
ESE_20180206,ESE,2018-02-06,200,data/processed/ESE_20180206.pt
SBSI_20180206,SBSI,2018-02-06,115,data/processed/SBSI_20180206.pt
SCSC_20180206,SCSC,2018-02-06,157,data/processed/SCSC_20180206.pt
SPSC_20180206,SPSC,2018-02-06,181,data/processed/SPSC_20180206.pt
CVCO_20180207,CVCO,2018-02-07,175,data/processed/CVCO_20180207.pt
ENTA_20180207,ENTA,2018-02-07,180,data/processed/ENTA_20180207.pt
PLUS_20180207,PLUS,2018-02-07,157,data/processed/PLUS_20180207.pt
STE_20180207,STE,2018-02-07,200,data/processed/STE_20180207.pt
INTL_20180208,INTL,2018-02-08,101,data/processed/INTL_20180208.pt
INVA_20180208,INVA,2018-02-08,103,data/processed/INVA_20180208.pt
NJR_20180208,NJR,2018-02-08,152,data/processed/NJR_20180208.pt
VRSN_20180208,VRSN,2018-02-08,196,data/processed/VRSN_20180208.pt
HNI_20180209,HNI,2018-02-09,177,data/processed/HNI_20180209.pt
NSP_20180212,NSP,2018-02-12,182,data/processed/NSP_20180212.pt
MLM_20180213,MLM,2018-02-13,200,data/processed/MLM_20180213.pt
EQIX_20180214,EQIX,2018-02-14,24,data/processed/EQIX_20180214.pt
FSP_20180214,FSP,2018-02-14,130,data/processed/FSP_20180214.pt
OHI_20180214,OHI,2018-02-14,45,data/processed/OHI_20180214.pt
UFCS_20180214,UFCS,2018-02-14,179,data/processed/UFCS_20180214.pt
ACOR_20180215,ACOR,2018-02-15,196,data/processed/ACOR_20180215.pt
ARI_20180215,ARI,2018-02-15,55,data/processed/ARI_20180215.pt
CHE_20180215,CHE,2018-02-15,161,data/processed/CHE_20180215.pt
CRAY_20180215,CRAY,2018-02-15,150,data/processed/CRAY_20180215.pt
INCY_20180215,INCY,2018-02-15,200,data/processed/INCY_20180215.pt
NMIH_20180215,NMIH,2018-02-15,183,data/processed/NMIH_20180215.pt
RS_20180215,RS,2018-02-15,105,data/processed/RS_20180215.pt
TRIP_20180215,TRIP,2018-02-15,200,data/processed/TRIP_20180215.pt
NWL_20180216,NWL,2018-02-16,200,data/processed/NWL_20180216.pt
DAKT_20180220,DAKT,2018-02-20,104,data/processed/DAKT_20180220.pt
AVA_20180221,AVA,2018-02-21,76,data/processed/AVA_20180221.pt
CECO_20180221,CECO,2018-02-21,176,data/processed/CECO_20180221.pt
FCPT_20180221,FCPT,2018-02-21,64,data/processed/FCPT_20180221.pt
FTK_20180221,FTK,2018-02-21,17,data/processed/FTK_20180221.pt
HVT_20180221,HVT,2018-02-21,161,data/processed/HVT_20180221.pt
IVR_20180221,IVR,2018-02-21,40,data/processed/IVR_20180221.pt
LMAT_20180221,LMAT,2018-02-21,200,data/processed/LMAT_20180221.pt
MDCO_20180221,MDCO,2018-02-21,178,data/processed/MDCO_20180221.pt
OSPN_20180221,OSPN,2018-02-21,153,data/processed/OSPN_20180221.pt
TREX_20180221,TREX,2018-02-21,191,data/processed/TREX_20180221.pt
UTHR_20180221,UTHR,2018-02-21,109,data/processed/UTHR_20180221.pt
VVC_20180221,VVC,2018-02-21,193,data/processed/VVC_20180221.pt
WIRE_20180221,WIRE,2018-02-21,200,data/processed/WIRE_20180221.pt
CHK_20180222,CHK,2018-02-22,200,data/processed/CHK_20180222.pt
EIG_20180222,EIG,2018-02-22,152,data/processed/EIG_20180222.pt
IDCC_20180222,IDCC,2018-02-22,200,data/processed/IDCC_20180222.pt
INN_20180222,INN,2018-02-22,200,data/processed/INN_20180222.pt
OGS_20180222,OGS,2018-02-22,91,data/processed/OGS_20180222.pt
SM_20180222,SM,2018-02-22,197,data/processed/SM_20180222.pt
SPTN_20180222,SPTN,2018-02-22,56,data/processed/SPTN_20180222.pt
SWM_20180222,SWM,2018-02-22,198,data/processed/SWM_20180222.pt
CHCT_20180223,CHCT,2018-02-23,122,data/processed/CHCT_20180223.pt
LNT_20180223,LNT,2018-02-23,112,data/processed/LNT_20180223.pt
CLDT_20180226,CLDT,2018-02-26,200,data/processed/CLDT_20180226.pt
EGRX_20180226,EGRX,2018-02-26,200,data/processed/EGRX_20180226.pt
FRGI_20180226,FRGI,2018-02-26,200,data/processed/FRGI_20180226.pt
LNTH_20180226,LNTH,2018-02-26,149,data/processed/LNTH_20180226.pt
AAON_20180227,AAON,2018-02-27,200,data/processed/AAON_20180227.pt
AAXN_20180227,AAXN,2018-02-27,200,data/processed/AAXN_20180227.pt
AMSF_20180227,AMSF,2018-02-27,179,data/processed/AMSF_20180227.pt
ANIP_20180227,ANIP,2018-02-27,189,data/processed/ANIP_20180227.pt
BGFV_20180227,BGFV,2018-02-27,117,data/processed/BGFV_20180227.pt
CLGX_20180227,CLGX,2018-02-27,84,data/processed/CLGX_20180227.pt
EE_20180227,EE,2018-02-27,136,data/processed/EE_20180227.pt
EXTN_20180227,EXTN,2018-02-27,200,data/processed/EXTN_20180227.pt
INGN_20180227,INGN,2018-02-27,200,data/processed/INGN_20180227.pt
VSI_20180227,VSI,2018-02-27,200,data/processed/VSI_20180227.pt
GTY_20180228,GTY,2018-02-28,160,data/processed/GTY_20180228.pt
HSKA_20180228,HSKA,2018-02-28,200,data/processed/HSKA_20180228.pt
SUPN_20180228,SUPN,2018-02-28,200,data/processed/SUPN_20180228.pt
BNED_20180301,BNED,2018-03-01,189,data/processed/BNED_20180301.pt
CWT_20180301,CWT,2018-03-01,200,data/processed/CWT_20180301.pt
SPOK_20180301,SPOK,2018-03-01,200,data/processed/SPOK_20180301.pt
SWX_20180301,SWX,2018-03-01,200,data/processed/SWX_20180301.pt
TPRE_20180301,TPRE,2018-03-01,172,data/processed/TPRE_20180301.pt
ALG_20180302,ALG,2018-03-02,200,data/processed/ALG_20180302.pt
EFX_20180302,EFX,2018-03-02,18,data/processed/EFX_20180302.pt
ALOG_20180305,ALOG,2018-03-05,61,data/processed/ALOG_20180305.pt
NX_20180306,NX,2018-03-06,133,data/processed/NX_20180306.pt
PARR_20180306,PARR,2018-03-06,147,data/processed/PARR_20180306.pt
SPPI_20180306,SPPI,2018-03-06,131,data/processed/SPPI_20180306.pt
COST_20180307,COST,2018-03-07,8,data/processed/COST_20180307.pt
MCF_20180309,MCF,2018-03-09,183,data/processed/MCF_20180309.pt
AMPH_20180312,AMPH,2018-03-12,200,data/processed/AMPH_20180312.pt
VRA_20180314,VRA,2018-03-14,200,data/processed/VRA_20180314.pt
BKE_20180316,BKE,2018-03-16,78,data/processed/BKE_20180316.pt
SCHL_20180321,SCHL,2018-03-21,139,data/processed/SCHL_20180321.pt
REX_20180322,REX,2018-03-22,5,data/processed/REX_20180322.pt
MOV_20180329,MOV,2018-03-29,144,data/processed/MOV_20180329.pt
WOR_20180329,WOR,2018-03-29,177,data/processed/WOR_20180329.pt
BPFH_20180419,BPFH,2018-04-19,175,data/processed/BPFH_20180419.pt
EXPO_20180419,EXPO,2018-04-19,200,data/processed/EXPO_20180419.pt
PBCT_20180419,PBCT,2018-04-19,200,data/processed/PBCT_20180419.pt
ABCB_20180420,ABCB,2018-04-20,200,data/processed/ABCB_20180420.pt
CHE_20180420,CHE,2018-04-20,108,data/processed/CHE_20180420.pt
IIIN_20180423,IIIN,2018-04-23,123,data/processed/IIIN_20180423.pt
ABG_20180424,ABG,2018-04-24,200,data/processed/ABG_20180424.pt
HAFC_20180424,HAFC,2018-04-24,170,data/processed/HAFC_20180424.pt
OI_20180424,OI,2018-04-24,200,data/processed/OI_20180424.pt
SFNC_20180424,SFNC,2018-04-24,200,data/processed/SFNC_20180424.pt
CBU_20180425,CBU,2018-04-25,200,data/processed/CBU_20180425.pt
CPF_20180425,CPF,2018-04-25,180,data/processed/CPF_20180425.pt
FCF_20180425,FCF,2018-04-25,60,data/processed/FCF_20180425.pt
FMBI_20180425,FMBI,2018-04-25,200,data/processed/FMBI_20180425.pt
IRT_20180425,IRT,2018-04-25,200,data/processed/IRT_20180425.pt
LAD_20180425,LAD,2018-04-25,200,data/processed/LAD_20180425.pt
LMAT_20180425,LMAT,2018-04-25,174,data/processed/LMAT_20180425.pt
MKSI_20180425,MKSI,2018-04-25,200,data/processed/MKSI_20180425.pt
MKTX_20180425,MKTX,2018-04-25,200,data/processed/MKTX_20180425.pt
PSB_20180425,PSB,2018-04-25,186,data/processed/PSB_20180425.pt
ROL_20180425,ROL,2018-04-25,200,data/processed/ROL_20180425.pt
UCBI_20180425,UCBI,2018-04-25,200,data/processed/UCBI_20180425.pt
UMBF_20180425,UMBF,2018-04-25,200,data/processed/UMBF_20180425.pt
UVE_20180425,UVE,2018-04-25,151,data/processed/UVE_20180425.pt
V_20180425,V,2018-04-25,200,data/processed/V_20180425.pt
AIT_20180426,AIT,2018-04-26,96,data/processed/AIT_20180426.pt
AMZN_20180426,AMZN,2018-04-26,133,data/processed/AMZN_20180426.pt
CCMP_20180426,CCMP,2018-04-26,187,data/processed/CCMP_20180426.pt
CLD_20180426,CLD,2018-04-26,199,data/processed/CLD_20180426.pt
CME_20180426,CME,2018-04-26,55,data/processed/CME_20180426.pt
DGII_20180426,DGII,2018-04-26,200,data/processed/DGII_20180426.pt
DLX_20180426,DLX,2018-04-26,200,data/processed/DLX_20180426.pt
EQT_20180426,EQT,2018-04-26,166,data/processed/EQT_20180426.pt
FCPT_20180426,FCPT,2018-04-26,143,data/processed/FCPT_20180426.pt
GEO_20180426,GEO,2018-04-26,158,data/processed/GEO_20180426.pt
GPI_20180426,GPI,2018-04-26,200,data/processed/GPI_20180426.pt
GWB_20180426,GWB,2018-04-26,200,data/processed/GWB_20180426.pt
LANC_20180426,LANC,2018-04-26,200,data/processed/LANC_20180426.pt
LSTR_20180426,LSTR,2018-04-26,200,data/processed/LSTR_20180426.pt
MAT_20180426,MAT,2018-04-26,157,data/processed/MAT_20180426.pt
MDXG_20180426,MDXG,2018-04-26,154,data/processed/MDXG_20180426.pt
NATI_20180426,NATI,2018-04-26,162,data/processed/NATI_20180426.pt
POWI_20180426,POWI,2018-04-26,176,data/processed/POWI_20180426.pt
PX_20180426,PX,2018-04-26,200,data/processed/PX_20180426.pt
ROIC_20180426,ROIC,2018-04-26,187,data/processed/ROIC_20180426.pt
SKYW_20180426,SKYW,2018-04-26,131,data/processed/SKYW_20180426.pt
SPSC_20180426,SPSC,2018-04-26,147,data/processed/SPSC_20180426.pt
VVI_20180426,VVI,2018-04-26,158,data/processed/VVI_20180426.pt
CHTR_20180427,CHTR,2018-04-27,200,data/processed/CHTR_20180427.pt
CL_20180427,CL,2018-04-27,200,data/processed/CL_20180427.pt
NR_20180427,NR,2018-04-27,68,data/processed/NR_20180427.pt
PFS_20180427,PFS,2018-04-27,162,data/processed/PFS_20180427.pt
PJC_20180427,PJC,2018-04-27,200,data/processed/PJC_20180427.pt
